ticker,company_name,delivery_upside_score,execution_downside_score,leadership_risk_score,positive_marker_evidence_score,negative_marker_evidence_score,execution_balance_score,execution_outlook,evidence_coverage,evidence_coverage_score,approved_asset_count,late_stage_asset_count,active_company_marker_ids,current_feature_tags,closest_marker_id,closest_marker_company,closest_marker_polarity,marker_similarity,marker_outcome_class,marker_outcome_date,interpretation
VTGN,Vistagen Therapeutics Inc. Common Stock,34.76,0.0,0.0,0.0,0.0,34.76,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
BLTE,Belite Bio Inc American Depositary Shares,34.75,0.0,0.0,0.0,0.0,34.75,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ENSC,Ensysce Biosciences Inc. Common Stock,34.71,0.0,0.0,0.0,0.0,34.71,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
CMPX,Compass Therapeutics Inc. Common Stock,34.61,0.0,0.0,0.0,0.0,34.61,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
IMUX,Immunic Inc. Common Stock,34.58,0.0,0.0,0.0,0.0,34.58,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
GRCE,Grace Therapeutics Inc. Common Stock,34.41,0.0,0.0,0.0,0.0,34.41,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,2,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
LKFT,Lakefront Biotherapeutics American Depositary Shares,34.39,0.0,0.0,0.0,0.0,34.39,insufficient_risk_evidence,market_only_risk_unscreened,49.96,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
MLYS,Mineralys Therapeutics Inc. Common Stock,34.32,0.0,0.0,0.0,0.0,34.32,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NMRA,Neumora Therapeutics Inc. Common Stock,34.32,0.0,0.0,0.0,0.0,34.32,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
BCAX,Bicara Therapeutics Inc. Common Stock,34.22,0.0,0.0,0.0,0.0,34.22,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ZBIO,Zenas BioPharma Inc. Common Stock,34.22,0.0,0.0,0.0,0.0,34.22,insufficient_risk_evidence,market_only_risk_unscreened,49.12,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
IMNM,Immunome Inc. Common Stock,33.95,0.0,0.0,0.0,0.0,33.95,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
RLMD,Relmada Therapeutics Inc. Common Stock,33.91,0.0,0.0,0.0,0.0,33.91,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
KMDA,Kamada Ltd. Ordinary Shares,33.69,0.0,0.0,0.0,0.0,33.69,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
MNOV,Medicinova Inc Common Stock,33.66,0.0,0.0,0.0,0.0,33.66,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ZLAB,Zai Lab Limited American Depositary Shares,33.61,0.0,0.0,0.0,0.0,33.61,insufficient_risk_evidence,market_only_risk_unscreened,56.68,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PLYX,Polaryx Therapeutics Inc. Common Stock,33.48,0.0,0.0,0.0,0.0,33.48,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NSRX,Nasus Pharma Ltd. Ordinary Shares,33.14,0.0,0.0,0.0,0.0,33.14,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,2,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
SPRB,Spruce Biosciences Inc. Common Stock,32.96,0.0,0.0,0.0,0.0,32.96,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
SLS,SELLAS Life Sciences Group Inc. Common Stock,32.54,0.0,0.0,0.0,0.0,32.54,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
BLRX,BioLineRx Ltd. American Depositary Shares,31.83,0.0,0.0,0.0,0.0,31.83,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PTGX,Protagonist Therapeutics Inc. Common Stock,31.73,0.0,0.0,0.0,0.0,31.73,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
TBPH,Theravance Biopharma Inc. Ordinary Shares,31.53,0.0,0.0,0.0,0.0,31.53,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NGNE,Neurogene Inc. Common Stock ,31.2,0.0,0.0,0.0,0.0,31.2,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
SYRE,Spyre Therapeutics Inc. Common Stock,30.22,0.0,0.0,0.0,0.0,30.22,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ABEO,Abeona Therapeutics Inc. Common Stock,29.36,0.0,0.0,0.0,0.0,29.36,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,1,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
MGTX,MeiraGTx Holdings plc Ordinary Shares,29.05,0.0,0.0,0.0,0.0,29.05,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
EVMN,Evommune Inc. Common Stock,28.99,0.0,0.0,0.0,0.0,28.99,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
TYRA,Tyra Biosciences Inc. Common Stock,28.96,0.0,0.0,0.0,0.0,28.96,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ORKA,Oruka Therapeutics Inc. Common Stock,28.83,0.0,0.0,0.0,0.0,28.83,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ANRO,Alto Neuroscience Inc. Common Stock,28.14,0.0,0.0,0.0,0.0,28.14,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
EWTX,Edgewise Therapeutics Inc. Common Stock,28.13,0.0,0.0,0.0,0.0,28.13,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
TRAW,Traws Pharma Inc. Common Stock,28.0,0.0,0.0,0.0,0.0,28.0,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ALGS,Aligos Therapeutics Inc. Common Stock,27.99,0.0,0.0,0.0,0.0,27.99,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
KPRX,Kiora Pharmaceuticals Inc.  Common Stock,27.96,0.0,0.0,0.0,0.0,27.96,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ALLO,Allogene Therapeutics Inc. Common Stock,27.82,0.0,0.0,0.0,0.0,27.82,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
AVLN,Avalyn Pharma Inc. Common Stock,27.78,0.0,0.0,0.0,0.0,27.78,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ACIU,AC Immune SA Common Stock,27.71,0.0,0.0,0.0,0.0,27.71,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
MPLT,MapLight Therapeutics Inc. Common Stock,27.67,0.0,0.0,0.0,0.0,27.67,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
TLSA,Tiziana Life Sciences Ltd. Common Shares,27.59,0.0,0.0,0.0,0.0,27.59,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ACTU,Actuate Therapeutics Inc. Common stock,27.43,0.0,0.0,0.0,0.0,27.43,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
CTNM,Contineum Therapeutics Inc. Class A Common Stock,27.34,0.0,0.0,0.0,0.0,27.34,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
BMEA,Biomea Fusion Inc. Common Stock,27.33,0.0,0.0,0.0,0.0,27.33,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NTHI,NeOnc Technologies Holdings Inc. Common Stock,27.26,0.0,0.0,0.0,0.0,27.26,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
DWTX,Dogwood Therapeutics Inc. Common Stock,27.18,0.0,0.0,0.0,0.0,27.18,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
SABS,SAB Biotherapeutics Inc. Common Stock,27.16,0.0,0.0,0.0,0.0,27.16,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
TNGX,Tango Therapeutics Inc.,27.16,0.0,0.0,0.0,0.0,27.16,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ZURA,Zura Bio Limited Class A Ordinary Shares,27.12,0.0,0.0,0.0,0.0,27.12,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
LTRN,Lantern Pharma Inc. Common Stock,26.96,0.0,0.0,0.0,0.0,26.96,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
WVE,Wave Life Sciences Ltd. Ordinary Shares,26.95,0.0,0.0,0.0,0.0,26.95,insufficient_risk_evidence,market_only_risk_unscreened,56.68,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
CLRB,Cellectar Biosciences Inc.  Common Stock,26.87,0.0,0.0,0.0,0.0,26.87,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NKTX,Nkarta Inc. Common Stock,26.85,0.0,0.0,0.0,0.0,26.85,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
RADX,Radiopharm Theranostics Limited American Depositary Shares,26.81,0.0,0.0,0.0,0.0,26.81,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
MAZE,Maze Therapeutics Inc. Common Stock,26.77,0.0,0.0,0.0,0.0,26.77,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PBLS,Parabilis Medicines Inc. Common Stock,26.76,0.0,0.0,0.0,0.0,26.76,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
FATE,Fate Therapeutics Inc. Common Stock,26.72,0.0,0.0,0.0,0.0,26.72,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
MOLN,Molecular Partners AG American Depositary Shares,26.72,0.0,0.0,0.0,0.0,26.72,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
XNCR,Xencor Inc. Common Stock,26.58,0.0,0.0,0.0,0.0,26.58,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
KYMR,Kymera Therapeutics Inc. Common Stock,26.55,0.0,0.0,0.0,0.0,26.55,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
SPTX,Seaport Therapeutics Inc. Common Stock,26.3,0.0,0.0,0.0,0.0,26.3,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PMVP,PMV Pharmaceuticals Inc. Common Stock,26.23,0.0,0.0,0.0,0.0,26.23,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ALZN,Alzamend Neuro Inc. Common Stock,26.21,0.0,0.0,0.0,0.0,26.21,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
BDTX,Black Diamond Therapeutics Inc. Common Stock,26.06,0.0,0.0,0.0,0.0,26.06,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
IRD,Opus Genetics Inc. Common Stock,26.02,0.0,0.0,0.0,0.0,26.02,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
APGE,Apogee Therapeutics Inc. Common Stock,25.93,0.0,0.0,0.0,0.0,25.93,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
TRDA,Entrada Therapeutics Inc. Common Stock,25.91,0.0,0.0,0.0,0.0,25.91,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
BEAM,Beam Therapeutics Inc. Common Stock,25.89,0.0,0.0,0.0,0.0,25.89,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ACRV,Acrivon Therapeutics Inc. Common Stock,25.81,0.0,0.0,0.0,0.0,25.81,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
CHRS,Coherus Oncology Inc. Common Stock,25.81,0.0,0.0,0.0,0.0,25.81,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
RCKT,Rocket Pharmaceuticals Inc. Common Stock,25.79,0.0,0.0,0.0,0.0,25.79,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ONCY,Oncolytics Biotech Inc. Common Stock,25.75,0.0,0.0,0.0,0.0,25.75,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
LXEO,Lexeo Therapeutics Inc. Common Stock,25.65,0.0,0.0,0.0,0.0,25.65,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
CLLS,Cellectis S.A. American Depositary Shares,25.64,0.0,0.0,0.0,0.0,25.64,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ALT,Altimmune Inc. Common Stock,25.63,0.0,0.0,0.0,0.0,25.63,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
FTH,Faeth Therapeutics Inc. Common Stock,25.55,0.0,0.0,0.0,0.0,25.55,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ENTA,Enanta Pharmaceuticals Inc. Common Stock,25.5,0.0,0.0,0.0,0.0,25.5,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock,25.45,0.0,0.0,0.0,0.0,25.45,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ORIC,Oric Pharmaceuticals Inc. Common Stock,25.42,0.0,0.0,0.0,0.0,25.42,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
CLYM,Climb Bio Inc. Common Stock,25.31,0.0,0.0,0.0,0.0,25.31,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
